id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2962,18291,Manhattan,Harlem,40.826123,-73.935074,Entire home/apt,168.71,7,36,2023-05-14,2.58,20,24
2963,56282,Manhattan,Hell Kitchen,40.798026,-73.990412,Entire home/apt,286.58,1,33,2024-08-06,2.51,1,77
2964,56558,Staten Island,St. George,40.624153,-74.159745,Entire home/apt,86.99,1,26,2023-09-21,3.53,1,341
2965,52910,Queens,Astoria,40.555959,-73.771932,Private room,70.57,7,13,2024-06-21,2.05,2,342
2966,9276,Brooklyn,Bed-Stuy,40.627685,-73.992683,Entire home/apt,345.91,30,14,2024-01-02,0.42,2,70
2967,11804,Brooklyn,Williamsburg,40.663176,-73.974099,Entire home/apt,206.14,1,11,2024-07-11,1.82,1,289
2968,14648,Brooklyn,Bushwick,40.676145,-73.94914,Entire home/apt,139.72,14,27,2024-03-28,2.1,1,266
2969,2603,Bronx,South Bronx,40.75101,-73.788786,Entire home/apt,81.86,2,13,2023-11-17,1.17,5,335
2970,7316,Brooklyn,Park Slope,40.619197,-74.001344,Shared room,68.51,30,20,2024-04-04,2.47,1,293
2971,30296,Manhattan,Chelsea,40.776529,-73.973367,Hotel room,363.13,1,17,2024-06-28,0.11,1,3
2972,11183,Manhattan,Upper East Side,40.81228,-73.965812,Private room,161.19,30,1,2024-07-16,1.35,1,55
2973,82592,Queens,Astoria,40.773517,-73.772937,Entire home/apt,189.67,30,26,2024-07-29,0.98,1,103
2974,13561,Brooklyn,Park Slope,40.692088,-73.925616,Shared room,68.92,14,15,2023-10-09,2.45,3,290
2975,73286,Manhattan,Hell Kitchen,40.744445,-73.976198,Entire home/apt,508.05,7,10,2024-03-16,0.21,1,150
2976,46615,Manhattan,Harlem,40.806345,-73.892353,Entire home/apt,132.04,1,51,2024-04-27,0.36,1,279
2977,32528,Queens,Astoria,40.631855,-73.761054,Shared room,52.89,7,1,2024-07-12,1.23,1,3
2978,65318,Manhattan,Tribeca,40.771679,-73.930247,Private room,213.43,30,70,2024-05-22,4.41,1,253
2979,41604,Brooklyn,Park Slope,40.596973,-73.906704,Private room,56.2,5,34,2024-03-11,0.13,1,95
2980,72912,Staten Island,Stapleton,40.509139,-74.162943,Private room,34.8,7,31,2024-08-19,2.04,1,179
2981,33016,Brooklyn,Greenpoint,40.676141,-73.880018,Entire home/apt,136.62,30,16,2024-06-13,0.34,1,229
2982,72193,Manhattan,Lower East Side,40.761557,-73.957932,Entire home/apt,215.17,3,2,2024-07-14,0.17,1,353
2983,71601,Brooklyn,Park Slope,40.679327,-73.927832,Private room,79.18,2,24,2024-02-27,0.75,1,59
2984,92559,Queens,Forest Hills,40.804867,-73.897505,Entire home/apt,158.67,1,12,2024-03-18,1.31,1,161
2985,33647,Brooklyn,Crown Heights,40.726836,-73.978334,Entire home/apt,271.45,30,16,2024-06-29,2.63,10,286
2986,82584,Bronx,Mott Haven,40.899594,-73.848072,Private room,83.84,2,35,2024-08-25,1.51,1,35
2987,12943,Manhattan,Lower East Side,40.778909,-73.983001,Private room,103.0,14,44,2024-07-27,1.01,2,85
2988,69732,Brooklyn,Bed-Stuy,40.727598,-73.868543,Entire home/apt,136.95,1,21,2024-08-01,0.5,1,34
2989,83177,Brooklyn,Greenpoint,40.646229,-74.01218,Private room,162.5,14,0,,0.0,10,169
2990,83612,Queens,Flushing,40.783737,-73.910782,Private room,93.26,14,26,2024-04-03,2.21,1,14
2991,10934,Manhattan,Tribeca,40.75699,-73.992454,Private room,148.85,5,14,2024-07-30,0.18,1,55
2992,66590,Queens,Flushing,40.694964,-73.901807,Entire home/apt,174.02,30,3,2024-05-06,0.24,1,229
2993,89731,Brooklyn,Greenpoint,40.561872,-74.012327,Entire home/apt,189.72,2,13,2024-03-14,1.91,1,135
2994,51949,Manhattan,Upper East Side,40.795949,-73.996631,Entire home/apt,355.24,30,14,2023-08-18,4.87,1,227
2995,3471,Manhattan,Upper East Side,40.776295,-73.932266,Entire home/apt,251.77,1,7,2024-07-13,0.19,3,356
2996,82858,Queens,Forest Hills,40.724266,-73.767498,Entire home/apt,160.35,5,15,2024-07-26,1.41,1,221
2997,89527,Manhattan,Chelsea,40.764179,-73.927931,Entire home/apt,157.39,3,5,2024-07-29,0.41,1,242
2998,53982,Manhattan,Hell Kitchen,40.772274,-73.975762,Entire home/apt,218.73,30,19,2024-06-13,0.04,1,22
2999,19038,Manhattan,Harlem,40.809441,-73.974835,Shared room,61.78,14,19,2024-02-26,2.68,1,234
3000,54441,Queens,Astoria,40.732031,-73.817435,Entire home/apt,123.97,1,12,2024-02-14,1.07,1,326
3001,68836,Brooklyn,Bushwick,40.66171,-73.92197,Private room,66.27,5,10,2024-07-21,0.04,1,149
3002,30698,Queens,Long Island City,40.772435,-73.84636,Private room,58.16,14,9,2024-08-07,3.39,1,35
3003,90335,Manhattan,Hell Kitchen,40.767778,-73.983383,Entire home/apt,157.15,3,14,2024-05-17,1.15,3,166
3004,76402,Brooklyn,Williamsburg,40.594125,-74.039626,Shared room,67.25,3,8,2024-08-05,2.0,2,91
3005,11862,Brooklyn,Bed-Stuy,40.69603,-73.887884,Private room,92.88,3,11,2023-11-05,0.83,1,364
3006,28288,Queens,Jamaica,40.797884,-73.985459,Entire home/apt,72.8,1,22,2024-08-17,0.31,1,37
3007,67369,Bronx,Mott Haven,40.832547,-73.919905,Private room,38.96,5,20,2023-12-25,0.94,1,299
3008,59504,Manhattan,Lower East Side,40.785975,-73.979556,Entire home/apt,329.51,1,15,2024-08-25,0.51,1,148
3009,19618,Brooklyn,Park Slope,40.713715,-73.945349,Private room,77.26,7,37,2023-11-10,0.53,1,277
3010,80453,Manhattan,Tribeca,40.74518,-73.990542,Entire home/apt,217.93,14,26,2024-03-08,1.55,1,253
3011,37246,Brooklyn,Greenpoint,40.678547,-73.938793,Private room,93.18,2,12,2024-06-23,0.15,1,262
3012,59343,Manhattan,Midtown,40.754986,-74.001929,Entire home/apt,330.43,5,4,2024-05-31,0.76,2,20
3013,29288,Manhattan,Hell Kitchen,40.784225,-73.999273,Private room,81.07,14,32,2024-02-13,1.19,1,171
3014,72178,Manhattan,Harlem,40.749727,-73.980103,Entire home/apt,358.89,14,8,2024-07-27,1.86,1,333
3015,84663,Brooklyn,Williamsburg,40.648893,-73.996904,Private room,69.7,5,17,2023-08-01,1.5,1,297
3016,51716,Manhattan,Harlem,40.769025,-73.970923,Private room,142.97,1,30,2024-05-06,3.26,1,134
3017,89166,Brooklyn,Williamsburg,40.63499,-73.939958,Entire home/apt,189.3,7,12,2023-12-20,7.32,5,68
3018,82646,Brooklyn,Park Slope,40.655372,-73.934141,Private room,77.75,5,28,2024-04-27,4.16,3,356
3019,25070,Manhattan,Chelsea,40.800664,-73.954415,Entire home/apt,191.23,30,39,2024-05-16,2.17,2,146
3020,68749,Queens,Long Island City,40.831257,-73.727848,Shared room,36.13,7,25,2024-05-10,1.74,5,88
3021,17387,Manhattan,Tribeca,40.787871,-73.979869,Entire home/apt,551.75,2,15,2024-06-12,0.05,1,8
3022,70883,Brooklyn,Williamsburg,40.654934,-73.996867,Private room,55.68,5,8,2024-01-08,1.14,1,51
3023,90335,Brooklyn,Williamsburg,40.678472,-73.902357,Private room,188.91,14,10,2023-10-01,1.63,1,170
3024,1471,Manhattan,Tribeca,40.768587,-73.971944,Entire home/apt,259.58,14,21,2023-09-21,0.8,1,348
3025,24453,Manhattan,Upper East Side,40.769553,-73.967013,Entire home/apt,292.1,7,55,2024-08-09,0.73,1,234
3026,44506,Manhattan,Tribeca,40.772112,-73.98599,Entire home/apt,186.47,7,29,2023-12-19,1.17,1,338
3027,68849,Bronx,South Bronx,40.810802,-73.839634,Private room,39.96,7,17,2024-07-23,3.56,1,270
3028,26835,Brooklyn,Bed-Stuy,40.672395,-73.969905,Entire home/apt,157.01,7,16,2024-08-30,0.45,1,99
3029,93085,Brooklyn,Greenpoint,40.693884,-73.969071,Private room,63.19,14,36,2024-07-06,0.76,1,81
3030,6747,Brooklyn,Bushwick,40.745791,-74.002632,Private room,88.3,1,5,2024-07-01,1.59,1,190
3031,55824,Manhattan,Upper East Side,40.779361,-73.999295,Entire home/apt,244.73,30,13,2023-11-08,0.31,5,277
3032,33518,Brooklyn,Bed-Stuy,40.657388,-74.044978,Private room,201.27,5,23,2024-01-01,2.7,3,198
3033,65992,Queens,Jamaica,40.787905,-73.73358,Entire home/apt,90.33,30,29,2024-08-17,1.65,3,60
3034,80379,Manhattan,Upper East Side,40.798783,-73.970623,Entire home/apt,300.08,1,56,2024-06-22,0.65,1,189
3035,23277,Manhattan,Chelsea,40.765503,-73.987207,Private room,159.01,30,13,2024-07-11,1.92,1,261
3036,31037,Manhattan,Hell Kitchen,40.813703,-73.942486,Entire home/apt,187.7,7,26,2024-03-23,0.49,1,12
3037,84709,Brooklyn,Bed-Stuy,40.685553,-73.975138,Entire home/apt,252.71,3,31,2024-04-14,2.23,1,183
3038,27639,Staten Island,Stapleton,40.647931,-74.17798,Private room,42.29,5,27,2024-02-10,0.11,1,233
3039,4169,Manhattan,Chelsea,40.787677,-73.944161,Entire home/apt,106.27,1,10,2023-06-25,0.83,1,294
3040,18179,Brooklyn,Bushwick,40.62802,-73.894447,Hotel room,187.5,7,15,2024-05-26,0.45,1,365
3041,24442,Manhattan,Midtown,40.793511,-73.97199,Hotel room,138.17,7,41,2024-02-22,2.54,1,349
3042,78413,Staten Island,New Dorp,40.529828,-74.179178,Entire home/apt,65.24,5,14,2023-06-09,2.1,1,202
3043,8737,Manhattan,Upper East Side,40.788889,-73.999667,Entire home/apt,379.22,2,32,2024-04-14,2.77,1,13
3044,30289,Brooklyn,Crown Heights,40.686045,-73.911737,Private room,83.55,30,27,2024-06-27,1.58,1,36
3045,85564,Brooklyn,Bed-Stuy,40.737313,-74.028101,Entire home/apt,277.16,30,22,2024-06-01,2.38,5,13
3046,21866,Brooklyn,Bed-Stuy,40.757175,-73.842478,Entire home/apt,311.55,5,27,2023-12-24,0.87,1,111
3047,82440,Brooklyn,Williamsburg,40.702809,-74.006483,Private room,74.17,1,5,2024-01-16,1.7,1,149
3048,1903,Manhattan,Chelsea,40.776538,-73.972152,Entire home/apt,395.55,2,14,2023-12-28,0.05,20,286
3049,37265,Manhattan,Tribeca,40.788509,-73.97076,Private room,106.45,5,24,2024-01-01,3.19,1,81
3050,22787,Manhattan,Harlem,40.788723,-73.973015,Entire home/apt,703.6,14,25,2023-06-04,1.73,1,329
3051,92036,Manhattan,Upper East Side,40.788402,-73.98041,Entire home/apt,218.28,5,25,2023-12-17,3.02,10,151
3052,80850,Brooklyn,Bushwick,40.657909,-73.978762,Entire home/apt,289.43,5,27,2023-09-19,2.21,1,279
3053,82587,Manhattan,Tribeca,40.821445,-73.941922,Shared room,113.52,14,10,2024-04-01,0.51,1,159
3054,95544,Manhattan,Hell Kitchen,40.794206,-73.944694,Private room,163.41,14,22,2024-02-29,0.48,1,356
3055,22581,Brooklyn,Williamsburg,40.726108,-73.933324,Private room,73.42,3,46,2022-12-24,2.41,1,181
3056,76939,Bronx,Riverdale,40.769521,-73.877908,Entire home/apt,102.41,14,14,2023-08-31,0.31,1,33
3057,13512,Brooklyn,Crown Heights,40.658098,-74.012185,Entire home/apt,81.13,30,16,2023-12-06,0.18,1,116
3058,21516,Manhattan,Chelsea,40.753377,-73.961346,Entire home/apt,315.05,5,34,2024-02-06,0.02,1,329
3059,45001,Manhattan,Lower East Side,40.78959,-73.994548,Entire home/apt,331.23,1,33,2024-06-14,0.53,1,287
3060,30457,Bronx,Mott Haven,40.807506,-73.806739,Private room,57.38,7,8,2024-04-12,0.16,1,302
3061,64944,Manhattan,Midtown,40.765546,-73.967784,Private room,43.84,1,10,2024-08-22,2.43,1,126
3062,4601,Manhattan,Midtown,40.779304,-73.961073,Entire home/apt,173.59,5,5,2024-05-28,0.99,1,203
3063,2220,Brooklyn,Park Slope,40.626834,-73.938795,Shared room,40.03,2,8,2024-08-11,0.44,5,40
3064,29747,Brooklyn,Bushwick,40.688323,-73.930389,Entire home/apt,215.76,3,2,2024-01-11,1.38,1,343
3065,5856,Brooklyn,Greenpoint,40.682944,-73.923523,Shared room,60.63,3,14,2023-07-28,0.11,2,33
3066,49751,Manhattan,Upper East Side,40.826935,-73.919974,Entire home/apt,269.04,14,27,2024-07-29,1.94,1,46
3067,56233,Manhattan,Upper East Side,40.770316,-74.017565,Entire home/apt,371.32,3,14,2024-07-13,1.04,1,19
3068,51964,Bronx,South Bronx,40.874575,-73.855487,Entire home/apt,72.17,14,43,2023-09-17,0.01,1,348
3069,68855,Manhattan,Chelsea,40.804321,-73.965502,Entire home/apt,367.62,2,0,,0.0,1,271
3070,34443,Brooklyn,Bed-Stuy,40.681716,-73.876466,Private room,116.08,2,10,2024-03-27,2.08,1,105
3071,50250,Brooklyn,Greenpoint,40.754327,-74.027394,Entire home/apt,223.3,30,67,2024-03-26,0.31,1,363
3072,55355,Brooklyn,Greenpoint,40.629204,-73.950536,Entire home/apt,178.52,2,17,2024-04-06,4.9,1,179
3073,17481,Manhattan,Harlem,40.785069,-73.97572,Private room,299.5,2,11,2024-07-19,3.4,1,167
3074,76283,Manhattan,Harlem,40.791784,-73.951278,Private room,175.4,1,26,2024-07-13,2.26,1,0
3075,94771,Brooklyn,Bushwick,40.781563,-73.909465,Private room,65.17,7,15,2023-03-14,0.12,2,262
3076,67796,Queens,Forest Hills,40.660013,-73.80669,Entire home/apt,159.04,2,16,2024-01-14,0.66,1,222
3077,84094,Bronx,Fordham,40.841032,-73.839068,Private room,73.51,14,57,2024-08-15,0.53,1,232
3078,70624,Manhattan,Midtown,40.790863,-73.930192,Private room,113.81,7,7,2024-07-18,0.22,1,311
3079,16648,Manhattan,Chelsea,40.77387,-73.963505,Entire home/apt,445.26,5,2,2024-03-08,11.81,1,277
3080,73754,Bronx,Riverdale,40.962536,-73.89406,Entire home/apt,126.76,7,18,2024-07-04,0.24,1,15
3081,54932,Brooklyn,Park Slope,40.686909,-74.000893,Entire home/apt,75.23,5,18,2024-07-11,0.57,1,277
3082,54699,Queens,Flushing,40.734767,-73.857317,Entire home/apt,162.34,3,4,2024-07-23,3.18,1,261
3083,83991,Manhattan,Hell Kitchen,40.804036,-73.968254,Entire home/apt,244.83,5,2,2024-07-27,0.23,1,116
3084,44633,Brooklyn,Bed-Stuy,40.622076,-73.893766,Entire home/apt,238.02,30,8,2024-03-14,0.95,1,237
3085,20534,Brooklyn,Greenpoint,40.68898,-73.887031,Private room,140.05,1,23,2023-07-04,5.58,3,0
3086,59698,Brooklyn,Bed-Stuy,40.60934,-73.922071,Private room,103.79,5,30,2024-06-13,0.43,1,1
3087,93926,Brooklyn,Park Slope,40.724601,-73.969603,Shared room,105.12,3,24,2024-08-09,1.82,1,218
3088,89388,Manhattan,Hell Kitchen,40.75792,-73.972032,Private room,134.07,30,26,2024-08-09,0.13,20,69
3089,4263,Brooklyn,Greenpoint,40.751887,-73.876644,Entire home/apt,246.51,3,13,2023-05-02,1.38,5,193
3090,94943,Manhattan,Harlem,40.774531,-73.996862,Shared room,111.77,14,5,2024-04-19,0.62,1,36
3091,84690,Brooklyn,Park Slope,40.652329,-73.972309,Private room,92.33,7,32,2024-05-11,1.8,1,201
3092,1945,Bronx,South Bronx,40.867122,-73.87005,Entire home/apt,148.56,30,20,2023-07-31,0.85,1,16
3093,92495,Manhattan,Chelsea,40.768035,-73.949115,Private room,113.52,7,2,2024-04-27,0.53,1,144
3094,3952,Queens,Forest Hills,40.739434,-73.760067,Hotel room,91.2,14,11,2024-05-07,1.18,1,5
3095,9235,Manhattan,Tribeca,40.7486,-74.019685,Private room,85.18,3,10,2023-05-20,0.23,20,211
3096,27335,Brooklyn,Park Slope,40.591947,-73.973033,Shared room,59.47,5,9,2024-05-09,2.53,1,273
3097,49660,Staten Island,New Dorp,40.608318,-74.24389,Entire home/apt,112.98,14,4,2024-06-04,2.08,1,136
3098,85184,Manhattan,Midtown,40.814957,-73.967789,Entire home/apt,461.58,5,5,2024-03-29,1.18,1,31
3099,51879,Manhattan,Lower East Side,40.810306,-73.988919,Entire home/apt,395.21,2,2,2022-10-22,0.69,1,144
3100,14367,Brooklyn,Bed-Stuy,40.708432,-73.939088,Private room,85.66,30,6,2023-01-13,3.7,1,48
3101,87993,Manhattan,Tribeca,40.799454,-73.975876,Private room,89.89,14,4,2023-12-08,1.51,1,140
3102,83954,Brooklyn,Bushwick,40.706593,-73.878068,Hotel room,171.22,1,6,2024-04-30,0.5,2,0
3103,60102,Bronx,Fordham,40.812241,-73.852688,Entire home/apt,169.66,5,2,2023-08-15,2.47,2,364
3104,1104,Brooklyn,Crown Heights,40.564928,-73.90205,Entire home/apt,259.71,14,20,2024-05-27,1.51,1,37
3105,31695,Manhattan,Midtown,40.822193,-73.996089,Private room,222.21,14,1,2024-03-02,0.2,1,235
3106,29625,Brooklyn,Crown Heights,40.672717,-73.891371,Private room,88.2,3,11,2024-07-28,0.18,1,37
3107,66237,Brooklyn,Bushwick,40.680085,-73.934294,Entire home/apt,159.31,1,14,2024-02-20,4.17,1,35
3108,70200,Manhattan,Midtown,40.77528,-73.979763,Entire home/apt,214.48,7,10,2024-07-05,0.51,20,201
3109,53054,Brooklyn,Park Slope,40.672998,-73.9417,Private room,93.88,3,26,2023-12-11,1.63,1,98
3110,46605,Brooklyn,Park Slope,40.607314,-73.948161,Private room,93.03,3,8,2024-05-28,0.06,1,281
3111,61023,Brooklyn,Bed-Stuy,40.772312,-73.969348,Entire home/apt,208.55,30,5,2024-06-02,1.22,1,303
3112,17027,Manhattan,Hell Kitchen,40.758355,-73.974228,Entire home/apt,273.48,7,10,2023-12-29,0.39,1,352
3113,68590,Brooklyn,Bushwick,40.635323,-74.024501,Hotel room,136.51,30,19,2024-05-25,0.23,1,167
3114,52841,Manhattan,Lower East Side,40.785883,-73.985406,Private room,105.54,5,31,2024-01-20,2.23,1,199
3115,97299,Manhattan,Midtown,40.770606,-73.968131,Entire home/apt,419.73,30,9,2023-09-20,2.49,1,182
3116,26793,Queens,Forest Hills,40.605546,-73.934226,Entire home/apt,148.48,7,37,2024-08-06,1.88,2,252
3117,69245,Brooklyn,Crown Heights,40.718452,-74.06005,Private room,89.53,3,11,2024-05-07,0.02,1,1
3118,45985,Manhattan,Harlem,40.763566,-74.007197,Entire home/apt,213.58,30,44,2023-03-30,0.5,1,348
3119,70504,Manhattan,Harlem,40.773377,-73.962639,Entire home/apt,169.05,5,20,2023-11-05,0.67,1,89
3120,2633,Manhattan,Hell Kitchen,40.785347,-73.923363,Private room,242.98,14,14,2022-11-17,1.76,1,93
3121,74764,Manhattan,Harlem,40.804838,-73.989823,Entire home/apt,359.54,14,19,2023-09-13,2.11,1,316
3122,31008,Manhattan,Harlem,40.759159,-73.917066,Private room,75.21,7,43,2024-06-27,1.48,1,312
3123,24178,Manhattan,Hell Kitchen,40.804351,-73.959413,Entire home/apt,390.81,5,26,2024-07-28,2.33,1,64
3124,22052,Brooklyn,Bed-Stuy,40.682691,-73.927789,Private room,138.84,14,3,2024-07-21,0.84,1,93
3125,87669,Brooklyn,Crown Heights,40.589276,-73.934778,Entire home/apt,201.79,30,35,2024-07-19,1.17,1,12
3126,7727,Brooklyn,Bed-Stuy,40.682474,-73.998448,Entire home/apt,363.85,1,7,2024-08-18,0.1,10,232
3127,10808,Brooklyn,Bed-Stuy,40.645888,-73.853289,Entire home/apt,209.39,30,27,2023-07-02,0.84,1,148
3128,44084,Manhattan,Lower East Side,40.780597,-73.929777,Shared room,45.96,5,29,2024-04-29,0.85,1,60
3129,83798,Bronx,Fordham,40.757766,-73.890907,Private room,62.96,14,20,2024-08-13,1.42,1,39
3130,69870,Queens,Astoria,40.604418,-73.891654,Entire home/apt,158.82,14,17,2023-12-18,0.71,3,90
3131,52790,Queens,Flushing,40.661944,-73.769675,Private room,56.56,14,13,2024-06-23,0.41,1,196
3132,67984,Queens,Astoria,40.749546,-73.849243,Private room,90.57,3,19,2024-08-19,0.41,1,12
3133,98901,Bronx,Fordham,40.73341,-73.790915,Hotel room,41.88,7,13,2024-07-26,0.22,1,203
3134,62198,Brooklyn,Bed-Stuy,40.661054,-74.011177,Entire home/apt,285.35,5,24,2024-02-22,1.81,1,32
3135,94930,Manhattan,Tribeca,40.788599,-73.967111,Private room,101.35,30,42,2023-11-22,1.46,2,93
3136,15429,Brooklyn,Bushwick,40.658839,-73.935288,Entire home/apt,129.48,2,12,2024-07-11,1.3,1,47
3137,30881,Brooklyn,Bed-Stuy,40.608898,-73.898605,Entire home/apt,183.45,7,22,2024-03-31,1.14,1,133
3138,62486,Brooklyn,Crown Heights,40.618388,-73.980534,Shared room,64.21,30,18,2024-09-01,0.69,50,330
3139,8971,Brooklyn,Bushwick,40.717128,-73.871962,Private room,102.51,7,49,2024-07-05,2.2,1,292
3140,51302,Manhattan,Hell Kitchen,40.814815,-73.950084,Entire home/apt,213.98,30,8,2024-07-27,3.83,3,294
3141,57397,Manhattan,Lower East Side,40.776619,-74.002021,Entire home/apt,235.22,2,4,2024-08-18,0.87,1,174
3142,93675,Bronx,Mott Haven,40.915053,-73.796265,Private room,34.58,5,20,2024-05-05,0.79,1,236
3143,66888,Brooklyn,Bushwick,40.637881,-73.888929,Private room,87.75,1,5,2024-03-06,0.27,1,133
3144,88609,Brooklyn,Bed-Stuy,40.658269,-73.854123,Entire home/apt,295.16,3,31,2024-08-24,1.67,1,145
3145,56030,Manhattan,Hell Kitchen,40.772803,-73.931627,Shared room,80.86,1,33,2024-08-06,1.22,1,209
3146,95919,Manhattan,Chelsea,40.798822,-73.935249,Entire home/apt,406.15,3,9,2023-05-06,6.63,10,10
3147,5686,Queens,Astoria,40.691096,-73.762498,Entire home/apt,257.75,3,36,2024-07-18,1.32,1,233
3148,83149,Brooklyn,Bushwick,40.620043,-73.893561,Shared room,42.68,7,5,2023-12-20,0.51,1,196
3149,1320,Queens,Forest Hills,40.800123,-73.603138,Entire home/apt,133.64,3,10,2023-12-29,1.24,1,23
3150,19917,Brooklyn,Crown Heights,40.707122,-73.900754,Entire home/apt,457.59,7,50,2024-06-24,6.27,20,65
3151,53890,Brooklyn,Williamsburg,40.64995,-73.911717,Private room,171.07,2,5,2024-07-22,1.93,1,239
3152,46133,Manhattan,Upper East Side,40.775502,-73.968883,Private room,73.76,30,26,2024-07-13,0.21,2,290
3153,59967,Brooklyn,Williamsburg,40.688671,-73.965338,Entire home/apt,224.16,3,21,2024-04-04,0.63,1,225
3154,95031,Brooklyn,Bushwick,40.681977,-73.966718,Shared room,54.01,2,3,2024-06-07,0.53,2,361
3155,91304,Brooklyn,Crown Heights,40.655416,-73.8796,Private room,133.61,1,2,2024-05-01,2.92,1,1
3156,81617,Brooklyn,Crown Heights,40.688725,-73.923376,Entire home/apt,142.52,30,26,2023-11-06,1.42,1,243
3157,7987,Bronx,Riverdale,40.771935,-73.843627,Private room,38.88,7,8,2024-04-29,2.49,1,139
3158,1808,Manhattan,Lower East Side,40.793708,-73.979167,Entire home/apt,219.76,7,4,2022-01-13,0.29,1,257
3159,78385,Queens,Astoria,40.895002,-73.978038,Entire home/apt,114.55,5,17,2024-02-17,3.58,1,290
3160,84753,Manhattan,Lower East Side,40.798787,-73.956944,Private room,199.53,3,7,2024-07-22,0.09,5,348
3161,5514,Brooklyn,Bushwick,40.710695,-73.933627,Shared room,33.67,5,15,2024-04-30,0.7,1,352
3162,83736,Manhattan,Harlem,40.794114,-73.953836,Entire home/apt,224.51,30,11,2023-11-04,0.02,3,260
3163,23933,Manhattan,Harlem,40.768582,-73.965216,Entire home/apt,140.8,5,39,2024-07-19,0.31,1,362
3164,46476,Brooklyn,Bed-Stuy,40.667201,-74.009826,Entire home/apt,287.25,2,8,2024-01-10,4.91,1,115
3165,36131,Manhattan,Chelsea,40.797443,-73.982487,Entire home/apt,478.84,7,8,2024-08-26,0.12,1,106
3166,78835,Brooklyn,Park Slope,40.588328,-73.976547,Entire home/apt,168.45,14,2,2023-04-06,0.24,1,58
3167,97547,Bronx,South Bronx,40.804855,-73.813376,Entire home/apt,96.58,2,1,2024-02-19,3.88,1,160
3168,12049,Manhattan,Tribeca,40.786164,-73.943552,Private room,172.62,14,24,2024-08-01,1.86,1,181
3169,46919,Queens,Long Island City,40.674876,-73.724966,Entire home/apt,259.72,7,10,2023-08-25,0.78,1,102
3170,16440,Brooklyn,Park Slope,40.848577,-73.922838,Entire home/apt,226.09,7,49,2024-08-17,0.11,1,204
3171,56169,Brooklyn,Crown Heights,40.729899,-73.902589,Private room,72.63,5,17,2024-05-31,2.31,1,286
3172,69510,Manhattan,Harlem,40.754658,-73.959484,Private room,75.36,2,54,2024-01-05,1.02,1,18
3173,77563,Manhattan,Harlem,40.789229,-73.976395,Entire home/apt,184.36,2,4,2023-04-22,0.59,1,280
3174,96093,Manhattan,Upper East Side,40.765419,-73.95732,Entire home/apt,296.56,14,14,2024-06-16,0.67,1,106
3175,54892,Manhattan,Tribeca,40.763652,-73.928527,Private room,110.8,7,21,2023-10-18,1.06,1,190
3176,3247,Manhattan,Lower East Side,40.785383,-73.995666,Entire home/apt,311.36,2,3,2024-07-24,1.2,1,52
3177,16631,Brooklyn,Bushwick,40.64736,-73.960888,Entire home/apt,153.9,3,15,2024-08-26,2.56,1,36
3178,67107,Queens,Flushing,40.92119,-73.865667,Private room,47.15,30,4,2024-08-27,2.22,1,358
3179,72263,Queens,Jamaica,40.718903,-73.837926,Entire home/apt,89.93,2,21,2024-02-21,2.19,1,42
3180,61930,Brooklyn,Park Slope,40.708156,-73.975513,Entire home/apt,358.68,1,14,2024-08-02,1.96,1,178
3181,81584,Manhattan,Chelsea,40.760319,-73.975106,Entire home/apt,410.98,2,5,2024-08-23,2.13,1,46
3182,37067,Manhattan,Lower East Side,40.777112,-73.983045,Entire home/apt,575.46,3,18,2022-10-25,1.7,1,57
3183,55816,Manhattan,Tribeca,40.772324,-73.947506,Entire home/apt,357.43,14,14,2024-07-14,3.04,1,233
3184,46381,Manhattan,Harlem,40.776705,-73.993883,Hotel room,181.87,2,20,2024-05-13,1.22,3,130
3185,24135,Brooklyn,Bed-Stuy,40.650473,-73.94094,Entire home/apt,325.98,3,17,2024-03-15,1.1,1,70
3186,69881,Brooklyn,Bed-Stuy,40.598024,-73.846641,Entire home/apt,189.48,1,15,2024-08-04,1.81,1,332
3187,22763,Manhattan,Lower East Side,40.800452,-73.942597,Entire home/apt,314.6,30,24,2024-06-14,0.27,2,254
3188,89235,Manhattan,Hell Kitchen,40.790943,-74.013074,Shared room,79.62,14,15,2024-02-27,2.25,1,312
3189,11587,Queens,Jamaica,40.851027,-73.863985,Private room,22.15,5,16,2024-03-02,4.13,1,23
3190,13962,Queens,Jamaica,40.665625,-73.782394,Entire home/apt,273.61,7,16,2023-10-05,0.53,1,101
3191,74313,Manhattan,Tribeca,40.810665,-73.950134,Private room,175.25,7,5,2024-05-21,1.42,1,324
3192,95071,Bronx,Mott Haven,40.890114,-73.880391,Entire home/apt,124.14,7,25,2023-08-01,0.05,2,150
3193,81417,Bronx,Riverdale,40.82842,-73.847503,Entire home/apt,106.14,30,12,2024-02-08,2.18,1,360
3194,68696,Manhattan,Lower East Side,40.780499,-73.953414,Entire home/apt,307.46,1,33,2024-04-06,1.23,1,171
3195,5260,Manhattan,Lower East Side,40.799702,-73.959373,Entire home/apt,226.8,1,3,2024-08-10,1.68,1,309
3196,10696,Brooklyn,Williamsburg,40.526642,-73.936521,Entire home/apt,245.7,3,6,2024-04-01,0.23,1,190
3197,76748,Bronx,South Bronx,40.839357,-73.856399,Private room,32.25,1,15,2024-03-23,2.49,2,122
